data_version,technology_id,technology_type,manufacturer,model,application_scope,operating_mode,Tout,Tsource,Tsupply,Treturn,PLR,SOC,startup_state,COP,efficiency,capacity_ratio,source_heat_availability_ratio,min_PLR,rated_capacity_kW,storage_capacity_kWh,charge_efficiency,discharge_efficiency,max_charge_ratio,max_discharge_ratio,hourly_loss_rate,cyclic_boundary,is_source_point,is_interpolated,is_assumption,source_id,applicable_range,notes
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,-5.0,,55.0,,0.75,,1,1.945242,,1.0,,0.21627,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Min与Mid能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,-5.0,,55.0,,1.0,,1,1.722222,,1.0,,0.21627,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,厂家相邻室外温度Max/Nominal点线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,0.0,,35.0,,0.25,,1,3.271417,,1.0,,0.334325,11.2,,,,,,,,0,0,1,SRC_ASHP_MITSU_DATABOOK;SRC_EU_CDH,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,目标PLR低于厂家最小能力点，采用EU 813/2013默认Cdh=0.9循环退化补点；不是厂家数据。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,0.0,,35.0,,0.5,,1,3.726732,,1.0,,0.334325,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Min与Mid能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,0.0,,35.0,,0.75,,1,3.684895,,1.0,,0.334325,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Mid与Max/Nominal能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,0.0,,35.0,,1.0,,1,2.981111,,1.0,,0.334325,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,厂家相邻室外温度Max/Nominal点线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,0.0,,45.0,,0.25,,1,2.290231,,1.0,,0.294643,11.2,,,,,,,,0,0,1,SRC_ASHP_MITSU_DATABOOK;SRC_EU_CDH,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,目标PLR低于厂家最小能力点，采用EU 813/2013默认Cdh=0.9循环退化补点；不是厂家数据。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,0.0,,45.0,,0.5,,1,2.708663,,1.0,,0.294643,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Min与Mid能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,0.0,,45.0,,0.75,,1,2.77369,,1.0,,0.294643,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Mid与Max/Nominal能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,0.0,,45.0,,1.0,,1,2.494444,,1.0,,0.294643,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,厂家相邻室外温度Max/Nominal点线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,0.0,,55.0,,0.25,,1,1.530253,,1.0,,0.265873,11.2,,,,,,,,0,0,1,SRC_ASHP_MITSU_DATABOOK;SRC_EU_CDH,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,目标PLR低于厂家最小能力点，采用EU 813/2013默认Cdh=0.9循环退化补点；不是厂家数据。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,0.0,,55.0,,0.5,,1,1.902827,,1.0,,0.265873,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Min与Mid能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,0.0,,55.0,,0.75,,1,2.146681,,1.0,,0.265873,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Mid与Max/Nominal能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,0.0,,55.0,,1.0,,1,1.977778,,1.0,,0.265873,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,厂家相邻室外温度Max/Nominal点线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,5.0,,35.0,,0.25,,1,3.827339,,1.0,,0.385714,11.2,,,,,,,,0,0,1,SRC_ASHP_MITSU_DATABOOK;SRC_EU_CDH,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,目标PLR低于厂家最小能力点，采用EU 813/2013默认Cdh=0.9循环退化补点；不是厂家数据。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,5.0,,35.0,,0.5,,1,4.325185,,1.0,,0.385714,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Min与Mid能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,5.0,,35.0,,0.75,,1,4.266615,,1.0,,0.385714,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Mid与Max/Nominal能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,5.0,,35.0,,1.0,,1,3.902,,1.0,,0.385714,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,厂家相邻室外温度Max/Nominal点线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,5.0,,45.0,,0.25,,1,2.776446,,1.0,,0.360714,11.2,,,,,,,,0,0,1,SRC_ASHP_MITSU_DATABOOK;SRC_EU_CDH,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,目标PLR低于厂家最小能力点，采用EU 813/2013默认Cdh=0.9循环退化补点；不是厂家数据。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,5.0,,45.0,,0.5,,1,3.248963,,1.0,,0.360714,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Min与Mid能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,5.0,,45.0,,0.75,,1,3.340857,,1.0,,0.360714,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Mid与Max/Nominal能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,5.0,,45.0,,1.0,,1,3.078,,1.0,,0.360714,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,厂家相邻室外温度Max/Nominal点线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,5.0,,55.0,,0.25,,1,1.875253,,1.0,,0.35,11.2,,,,,,,,0,0,1,SRC_ASHP_MITSU_DATABOOK;SRC_EU_CDH,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,目标PLR低于厂家最小能力点，采用EU 813/2013默认Cdh=0.9循环退化补点；不是厂家数据。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,5.0,,55.0,,0.5,,1,2.279067,,1.0,,0.35,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Min与Mid能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,5.0,,55.0,,0.75,,1,2.482826,,1.0,,0.35,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Mid与Max/Nominal能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,5.0,,55.0,,1.0,,1,2.32,,1.0,,0.35,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,厂家相邻室外温度Max/Nominal点线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,10.0,,35.0,,0.25,,1,4.134114,,1.0,,0.410714,11.2,,,,,,,,0,0,1,SRC_ASHP_MITSU_DATABOOK;SRC_EU_CDH,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,目标PLR低于厂家最小能力点，采用EU 813/2013默认Cdh=0.9循环退化补点；不是厂家数据。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,10.0,,35.0,,0.5,,1,4.692667,,1.0,,0.410714,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Min与Mid能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,10.0,,35.0,,0.75,,1,4.646889,,1.0,,0.410714,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Mid与Max/Nominal能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,10.0,,35.0,,1.0,,1,4.538,,1.0,,0.410714,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,厂家相邻室外温度Max/Nominal点线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,10.0,,45.0,,0.25,,1,3.060434,,1.0,,0.392857,11.2,,,,,,,,0,0,1,SRC_ASHP_MITSU_DATABOOK;SRC_EU_CDH,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,目标PLR低于厂家最小能力点，采用EU 813/2013默认Cdh=0.9循环退化补点；不是厂家数据。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,10.0,,45.0,,0.5,,1,3.5764,,1.0,,0.392857,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Min与Mid能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,10.0,,45.0,,0.75,,1,3.695158,,1.0,,0.392857,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Mid与Max/Nominal能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,10.0,,45.0,,1.0,,1,3.48,,1.0,,0.392857,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,厂家相邻室外温度Max/Nominal点线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,10.0,,55.0,,0.25,,1,2.101273,,1.0,,0.392857,11.2,,,,,,,,0,0,1,SRC_ASHP_MITSU_DATABOOK;SRC_EU_CDH,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,目标PLR低于厂家最小能力点，采用EU 813/2013默认Cdh=0.9循环退化补点；不是厂家数据。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,10.0,,55.0,,0.5,,1,2.52425,,1.0,,0.392857,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Min与Mid能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,10.0,,55.0,,0.75,,1,2.734222,,1.0,,0.392857,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Mid与Max/Nominal能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,10.0,,55.0,,1.0,,1,2.546,,1.0,,0.392857,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,厂家相邻室外温度Max/Nominal点线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,15.0,,35.0,,0.25,,1,4.301237,,1.0,,0.410714,11.2,,,,,,,,0,0,1,SRC_ASHP_MITSU_DATABOOK;SRC_EU_CDH,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,目标PLR低于厂家最小能力点，采用EU 813/2013默认Cdh=0.9循环退化补点；不是厂家数据。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,15.0,,35.0,,0.5,,1,4.933333,,1.0,,0.410714,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Min与Mid能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,15.0,,35.0,,0.75,,1,4.955556,,1.0,,0.410714,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Mid与Max/Nominal能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,15.0,,35.0,,1.0,,1,4.73,,1.0,,0.410714,11.2,,,,,,,,1,0,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,厂家表Max/Nominal原始点。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
